RegionID,SizeRank,RegionName,RegionType,StateName,Date,MarketHeatIndex,ZHVI,SaleToListRatio,Year
394489,445,"Columbus, IN",msa,IN,2020-08-31,74.0,187215.4223649293,0.9819753285042824,2020
394345,446,"Athens, TX",msa,TX,2020-08-31,82.0,196115.3054490603,0.970130126863588,2020
394452,447,"Centralia, WA",msa,WA,2020-08-31,85.0,292662.75071448425,0.9979380902509356,2020
394682,449,"Hinesville, GA",msa,GA,2020-08-31,70.0,158227.4836070422,0.9908998970926834,2020
394541,450,"DuBois, PA",msa,PA,2020-08-31,53.0,134679.13310086072,0.9397474454029509,2020
395205,451,"Warsaw, IN",msa,IN,2020-08-31,66.0,194868.20783411775,0.9752153258271444,2020
395126,453,"Statesboro, GA",msa,GA,2020-08-31,51.0,165947.45536340732,0.9722757871078272,2020
395231,455,"Wilson, NC",msa,NC,2020-08-31,107.0,135787.65635446392,0.982540504810455,2020
753881,456,"Glenwood Springs, CO",msa,CO,2020-08-31,60.0,560643.8893122273,0.9693466925307992,2020
395085,457,"Seneca, SC",msa,SC,2020-08-31,83.0,185630.6144111961,0.9640574383352424,2020
394936,459,"Olean, NY",msa,NY,2020-08-31,60.0,102590.39066665414,0.9461035052591212,2020
394994,463,"Port Angeles, WA",msa,WA,2020-08-31,105.0,346617.84022521455,0.9928657894144076,2020
394738,466,"Keene, NH",msa,NH,2020-08-31,92.0,225872.32516201143,0.994718496059329,2020
394674,467,"Heber, UT",msa,UT,2020-08-31,65.0,703825.6632922348,0.9734268212723904,2020
395062,469,"Sandusky, OH",msa,OH,2020-08-31,105.0,157286.644283589,0.987672491577154,2020
394593,470,"Findlay, OH",msa,OH,2020-08-31,51.0,169563.33535544376,0.9833194470819951,2020
394614,471,"Frankfort, KY",msa,KY,2020-08-31,68.0,162265.8572301249,0.985770628057604,2020
394516,472,"Danville, IL",msa,IL,2020-08-31,23.0,74998.76744662336,0.9477413494301008,2020
394298,473,"Aberdeen, WA",msa,WA,2020-08-31,99.0,241735.9970872955,0.990193645302983,2020
395106,475,"Somerset, PA",msa,PA,2020-08-31,40.0,124362.500581066,0.9530255843851066,2020
753893,477,"Jefferson, GA",msa,GA,2020-08-31,69.0,259527.05259159752,0.9883232993763212,2020
394736,478,"Kapaa, HI",msa,HI,2020-08-31,48.0,683574.3022684412,0.9520455088320507,2020
395088,482,"Shawnee, OK",msa,OK,2020-08-31,85.0,125304.29007556551,0.9650777231732092,2020
394647,486,"Greeneville, TN",msa,TN,2020-08-31,71.0,153100.7017274817,0.9687563932062072,2020
394655,488,"Greenwood, SC",msa,SC,2020-08-31,59.0,130459.64850679098,0.9665224146936424,2020
394752,490,"Klamath Falls, OR",msa,OR,2020-08-31,86.0,201921.86953543816,0.9783786771300202,2020
394877,491,"Morehead City, NC",msa,NC,2020-08-31,61.0,294802.9490167068,0.9676547618790506,2020
394587,495,"Farmington, MO",msa,MO,2020-08-31,85.0,131809.88564745334,0.9699623608804314,2020
394897,496,"Muskogee, OK",msa,OK,2020-08-31,58.0,106372.30834238233,0.9739185693480096,2020
394885,502,"Mount Pleasant, MI",msa,MI,2020-08-31,48.0,166424.6479146706,0.9682433501472992,2020
395092,510,"Shelton, WA",msa,WA,2020-08-31,108.0,322340.1471329471,1.000039435065721,2020
395105,513,"Somerset, KY",msa,KY,2020-08-31,49.0,152365.41900835626,0.9644980535932404,2020
394496,514,"Coos Bay, OR",msa,OR,2020-08-31,75.0,255263.3557386856,0.9692997781824286,2020
394629,520,"Georgetown, SC",msa,SC,2020-08-31,43.0,253300.41230625403,0.958603892175426,2020
394693,528,"Hudson, NY",msa,NY,2020-08-31,108.0,279575.63629484613,0.9778409508716772,2020
395136,532,"Sturgis, MI",msa,MI,2020-08-31,94.0,155341.44009004926,0.9757101443342184,2020
394509,534,"Crossville, TN",msa,TN,2020-08-31,61.0,187639.64286336783,0.9638196386319576,2020
394592,550,"Fernley, NV",msa,NV,2020-08-31,79.0,304748.5454161477,0.993225319787523,2020
394411,561,"Branson, MO",msa,MO,2020-08-31,60.0,170316.75834498554,0.9729061588139456,2020
394951,564,"Oxford, MS",msa,MS,2020-08-31,34.0,247429.0770924204,0.9659432280732886,2020
394556,566,"Edwards, CO",msa,CO,2020-08-31,55.0,698295.8678216118,0.9648046157527564,2020
394566,573,"Elko, NV",msa,NV,2020-08-31,86.0,277618.28162538185,0.9814753674781392,2020
395122,576,"St. Marys, GA",msa,GA,2020-08-31,66.0,192852.5581675586,0.9853438628940332,2020
394402,577,"Boone, NC",msa,NC,2020-08-31,112.0,311302.6581432367,0.9618547129472912,2020
395204,578,"Warrensburg, MO",msa,MO,2020-08-31,69.0,204167.9357681919,0.9876094679902676,2020
394604,580,"Fort Leonard Wood, MO",msa,MO,2020-08-31,99.0,144429.5515671092,0.9787176358315828,2020
394993,581,"Poplar Bluff, MO",msa,MO,2020-08-31,57.0,116789.4496257897,0.9559117864962746,2020
394562,582,"Elizabeth City, NC",msa,NC,2020-08-31,68.0,173938.72796297589,0.982911189993372,2020
394967,583,"Payson, AZ",msa,AZ,2020-08-31,80.0,264847.9044152033,0.9826329114816768,2020
394571,585,"Enterprise, AL",msa,AL,2020-08-31,56.0,139456.49546285463,0.9771493061847996,2020
394363,590,"Bartlesville, OK",msa,OK,2020-08-31,72.0,120545.09322496247,0.9734993490736316,2020
753905,604,"Newport, OR",msa,OR,2020-08-31,82.0,318585.4213126712,0.9689063904829428,2020
394628,610,"Gardnerville Ranchos, NV",msa,NV,2020-08-31,100.0,520528.4646948995,0.9818065783947508,2020
394437,612,"Ca-¦on City, CO",msa,CO,2020-08-31,87.0,244629.6335795489,0.9794385205278396,2020
394477,631,"Clinton, IA",msa,IA,2020-08-31,47.0,135114.27561007207,0.9648005496536894,2020
394507,722,"Crawfordsville, IN",msa,IN,2020-08-31,78.0,147251.5816365503,0.9756914317122511,2020
394554,729,"Easton, MD",msa,MD,2020-08-31,65.0,354710.5360831586,0.9552801688115916,2020
394745,744,"Kill Devil Hills, NC",msa,NC,2020-08-31,67.0,370252.1962334166,0.9670420096723228,2020
753871,811,"Breckenridge, CO",msa,CO,2020-08-31,54.0,737347.7466656204,0.978958382552037,2020
394913,1,"New York, NY",msa,NY,2020-09-30,85.0,519213.7448601276,0.9914254053150314,2020
753899,2,"Los Angeles, CA",msa,CA,2020-09-30,86.0,696466.9942175561,1.0022618021045924,2020
394463,3,"Chicago, IL",msa,IL,2020-09-30,59.0,249407.66847190468,0.9808388384498952,2020
394514,4,"Dallas, TX",msa,TX,2020-09-30,70.0,275133.0220945857,0.991741349305076,2020
394692,5,"Houston, TX",msa,TX,2020-09-30,59.0,236773.38849743584,0.9805940705706992,2020
395209,6,"Washington, DC",msa,VA,2020-09-30,78.0,459742.251347542,1.0023905208802155,2020
394974,7,"Philadelphia, PA",msa,PA,2020-09-30,77.0,268864.8881298148,0.989323076841968,2020
394856,8,"Miami, FL",msa,FL,2020-09-30,47.0,315807.5207007466,0.9624491647496064,2020
394347,9,"Atlanta, GA",msa,GA,2020-09-30,69.0,266471.8845670293,0.9874479389326452,2020
394404,10,"Boston, MA",msa,MA,2020-09-30,85.0,529148.8764518113,1.0098082214791164,2020
394976,11,"Phoenix, AZ",msa,AZ,2020-09-30,75.0,324190.5005271196,0.9965441049160804,2020
395057,12,"San Francisco, CA",msa,CA,2020-09-30,131.0,971392.8658502029,1.033656638215102,2020
395025,13,"Riverside, CA",msa,CA,2020-09-30,84.0,403175.4393318587,0.9984534635010072,2020
394532,14,"Detroit, MI",msa,MI,2020-09-30,78.0,190180.86323252867,0.988686913497978,2020
395078,15,"Seattle, WA",msa,WA,2020-09-30,91.0,560203.8686045868,1.0181117133285045,2020
394865,16,"Minneapolis, MN",msa,MN,2020-09-30,84.0,311645.47632331896,1.012142159166233,2020
395056,17,"San Diego, CA",msa,CA,2020-09-30,79.0,642997.6379645998,0.9999479565475958,2020
395148,18,"Tampa, FL",msa,FL,2020-09-30,61.0,250826.0155387289,0.9808074002658312,2020
394530,19,"Denver, CO",msa,CO,2020-09-30,77.0,462311.2077842906,1.002699570722984,2020
394358,20,"Baltimore, MD",msa,MD,2020-09-30,79.0,312383.2853409702,0.9923652034409892,2020
395121,21,"St. Louis, MO",msa,MO,2020-09-30,69.0,197861.16804676503,0.9926044591804116,2020
394943,22,"Orlando, FL",msa,FL,2020-09-30,58.0,274209.94900484994,0.9802465743915136,2020
394458,23,"Charlotte, NC",msa,NC,2020-09-30,76.0,261432.85339530304,0.9891966782223331,2020
395055,24,"San Antonio, TX",msa,TX,2020-09-30,66.0,226812.0954537732,0.9884966919399067,2020
394998,25,"Portland, OR",msa,OR,2020-09-30,82.0,440577.8308014623,1.009172043648585,2020
395045,26,"Sacramento, CA",msa,CA,2020-09-30,86.0,459993.31038757815,1.0054565085776237,2020
394982,27,"Pittsburgh, PA",msa,PA,2020-09-30,61.0,180816.5426915055,0.984485957713574,2020
394466,28,"Cincinnati, OH",msa,OH,2020-09-30,84.0,213847.0520251805,0.9955855558314772,2020
394355,29,"Austin, TX",msa,TX,2020-09-30,85.0,355643.4523383191,0.9984798453829034,2020
394775,30,"Las Vegas, NV",msa,NV,2020-09-30,65.0,306930.95554250723,0.9850072108297012,2020
394735,31,"Kansas City, MO",msa,MO,2020-09-30,78.0,227221.04006577336,1.0041517641326394,2020
394492,32,"Columbus, OH",msa,OH,2020-09-30,79.0,231091.6480906474,1.0063539647769415,2020
394705,34,"Indianapolis, IN",msa,IN,2020-09-30,67.0,202285.45275308588,0.9915775248727888,2020
394475,35,"Cleveland, OH",msa,OH,2020-09-30,69.0,166688.02926175413,0.9944830046279473,2020
395059,36,"San Jose, CA",msa,CA,2020-09-30,108.0,1172800.2221835714,1.00436707888891,2020
394902,37,"Nashville, TN",msa,TN,2020-09-30,63.0,320251.8278553264,0.9899924881892738,2020
395194,38,"Virginia Beach, VA",msa,VA,2020-09-30,76.0,264646.6845734545,0.984494839903499,2020
395005,39,"Providence, RI",msa,RI,2020-09-30,85.0,339172.6944215375,1.0075026854543117,2020
394714,40,"Jacksonville, FL",msa,FL,2020-09-30,60.0,249653.97144189032,0.9784741308866868,2020
394862,41,"Milwaukee, WI",msa,WI,2020-09-30,88.0,266604.9321115865,1.0112537789204736,2020
394935,42,"Oklahoma City, OK",msa,OK,2020-09-30,63.0,175673.48453232666,0.9882733490333964,2020
395012,43,"Raleigh, NC",msa,NC,2020-09-30,76.0,307954.0345771437,1.0002310044546252,2020
394849,44,"Memphis, TN",msa,TN,2020-09-30,87.0,180426.49899207344,0.995091622120935,2020
395022,45,"Richmond, VA",msa,VA,2020-09-30,81.0,273510.1169578891,1.0033697680253977,2020
394807,46,"Louisville, KY",msa,KY,2020-09-30,73.0,205264.4687768505,0.9914737757421204,2020
394910,47,"New Orleans, LA",msa,LA,2020-09-30,61.0,253911.39579169056,0.9724720713553676,2020
395053,48,"Salt Lake City, UT",msa,UT,2020-09-30,83.0,400645.3989237463,1.007164463507502,2020
394669,49,"Hartford, CT",msa,CT,2020-09-30,78.0,245456.63599771293,0.9959266482235232,2020
394425,50,"Buffalo, NY",msa,NY,2020-09-30,138.0,188159.48419437683,1.0249245677826475,2020
394388,51,"Birmingham, AL",msa,AL,2020-09-30,68.0,197094.43019684343,0.9861862899139588,2020
395031,52,"Rochester, NY",msa,NY,2020-09-30,127.0,177537.18580050336,1.0326750870636383,2020
394640,53,"Grand Rapids, MI",msa,MI,2020-09-30,88.0,237917.98860197325,1.0111693316428092,2020
395167,54,"Tucson, AZ",msa,AZ,2020-09-30,70.0,249339.89269010705,0.9949163357163702,2020
395169,56,"Tulsa, OK",msa,OK,2020-09-30,64.0,173114.34832741655,0.987047716811483,2020
394619,57,"Fresno, CA",msa,CA,2020-09-30,75.0,289343.1986502588,0.9959584660079231,2020
395238,58,"Worcester, MA",msa,MA,2020-09-30,90.0,317333.9911714738,1.0082445073345534,2020
394938,59,"Omaha, NE",msa,NE,2020-09-30,67.0,220148.5724836212,0.9909621304718556,2020
394415,60,"Bridgeport, CT",msa,CT,2020-09-30,77.0,433157.7860519228,0.9864127517870545,2020
394653,61,"Greenville, SC",msa,SC,2020-09-30,61.0,214869.27259890625,0.9835712852509632,2020
394312,62,"Albuquerque, NM",msa,NM,2020-09-30,70.0,232875.5333657648,0.9967210747121532,2020
394357,63,"Bakersfield, CA",msa,CA,2020-09-30,73.0,249090.5178933067,0.9894739929301642,2020
394308,64,"Albany, NY",msa,NY,2020-09-30,123.0,251139.23767646123,0.9964752455610716,2020
394753,65,"Knoxville, TN",msa,TN,2020-09-30,70.0,216066.0286627243,0.9875303520044056,2020
394367,66,"Baton Rouge, LA",msa,LA,2020-09-30,58.0,203671.980215491,0.979825510487295,2020
394843,67,"McAllen, TX",msa,TX,2020-09-30,56.0,130147.98584168249,0.9686748595616402,2020
394908,68,"New Haven, CT",msa,CT,2020-09-30,77.0,247101.10365345865,0.9945832623121508,2020
394318,70,"Allentown, PA",msa,PA,2020-09-30,81.0,237632.48137830631,0.9888983306773254,2020
394952,71,"Oxnard, CA",msa,CA,2020-09-30,78.0,653227.599299099,0.9949496061157254,2020
394486,72,"Columbia, SC",msa,SC,2020-09-30,62.0,173380.45104128245,0.982034881391872,2020
753906,73,"North Port, FL",msa,FL,2020-09-30,54.0,293111.08224657364,0.9696478622188116,2020
845158,74,"Dayton, OH",msa,OH,2020-09-30,70.0,256118.84947418442,0.9914869384848488,2020
394457,75,"Charleston, SC",msa,SC,2020-09-30,60.0,289564.03417003714,0.9826895103335048,2020
394648,76,"Greensboro, NC",msa,NC,2020-09-30,74.0,183924.00740334037,0.9911421448617052,2020
395134,77,"Stockton, CA",msa,CA,2020-09-30,90.0,419303.4416906143,1.0044895666273124,2020
394440,78,"Cape Coral, FL",msa,FL,2020-09-30,55.0,249832.85044064609,0.9681927564276922,2020
394484,80,"Colorado Springs, CO",msa,CO,2020-09-30,71.0,363881.4398141277,1.0043173833507653,2020
394798,81,"Little Rock, AR",msa,AR,2020-09-30,59.0,172033.0016565922,0.9843186700914408,2020
394766,82,"Lakeland, FL",msa,FL,2020-09-30,61.0,211823.97050747625,0.982271726389232,2020
394304,83,"Akron, OH",msa,OH,2020-09-30,70.0,163015.93764517215,0.9957950330834392,2020
394531,84,"Des Moines, IA",msa,IA,2020-09-30,61.0,222970.09479882536,0.9885687032219508,2020
395115,85,"Springfield, MA",msa,MA,2020-09-30,91.0,255337.5412007894,1.0067387803045067,2020
394931,87,"Ogden, UT",msa,UT,2020-09-30,87.0,353969.3764284625,1.0055275880832273,2020
394816,88,"Madison, WI",msa,WI,2020-09-30,76.0,313455.6456988912,1.0100656256968925,2020
395235,89,"Winston, NC",msa,NC,2020-09-30,76.0,189419.4589690704,0.9927743328225588,2020
394528,90,"Deltona, FL",msa,FL,2020-09-30,55.0,237536.05020597167,0.9743451706615692,2020
395143,91,"Syracuse, NY",msa,NY,2020-09-30,91.0,158455.7552691729,1.0124106969102415,2020
395006,92,"Provo, UT",msa,UT,2020-09-30,86.0,385718.8120095762,1.0000534455327208,2020
395160,93,"Toledo, OH",msa,OH,2020-09-30,72.0,142320.8229602475,0.980630272887533,2020
395224,94,"Wichita, KS",msa,KS,2020-09-30,68.0,155909.02289913865,0.9931361026145752,2020
394549,95,"Durham, NC",msa,NC,2020-09-30,78.0,256118.84947418442,0.9980201589090402,2020
394352,96,"Augusta, GA",msa,GA,2020-09-30,61.0,176225.8229131011,0.9867909980629512,2020
394957,97,"Palm Bay, FL",msa,FL,2020-09-30,55.0,243912.6000451637,0.9756829878334364,2020
394711,98,"Jackson, MS",msa,MS,2020-09-30,52.0,160003.8897268404,0.97095332017986,2020
394666,99,"Harrisburg, PA",msa,PA,2020-09-30,77.0,213481.6753953173,0.9942380680695204,2020
395113,100,"Spokane, WA",msa,WA,2020-09-30,85.0,307337.7717856732,1.017120688568245,2020
395075,101,"Scranton, PA",msa,PA,2020-09-30,93.0,152413.72371799892,0.9772795429814208,2020
394460,102,"Chattanooga, TN",msa,TN,2020-09-30,64.0,220904.00897025465,0.9885071099214686,2020
394871,103,"Modesto, CA",msa,CA,2020-09-30,82.0,348876.7869335216,1.0030601442194091,2020
394768,104,"Lancaster, PA",msa,PA,2020-09-30,78.0,255671.4933521817,0.9927898139378328,2020
394997,105,"Portland, ME",msa,ME,2020-09-30,81.0,350800.9687114909,1.0086427567199625,2020
395245,106,"Youngstown, OH",msa,OH,2020-09-30,57.0,110397.63106706926,0.9739531076533422,2020
394770,107,"Lansing, MI",msa,MI,2020-09-30,71.0,175512.09307946684,1.0027237107744604,2020
394589,109,"Fayetteville, NC",msa,NC,2020-09-30,77.0,165702.30760669062,0.9938677925416268,2020
394792,110,"Lexington, KY",msa,KY,2020-09-30,63.0,218388.42441277453,0.9867894259192336,2020
394971,111,"Pensacola, FL",msa,FL,2020-09-30,67.0,218319.1351700912,0.9901242825787704,2020
395068,112,"Santa Rosa, CA",msa,CA,2020-09-30,79.0,678981.4076753864,0.993447908801237,2020
395019,113,"Reno, NV",msa,NV,2020-09-30,77.0,412571.7084654209,0.992249077544434,2020
394698,114,"Huntsville, AL",msa,AL,2020-09-30,71.0,226015.14931358155,0.9975428082335488,2020
394995,115,"Port St. Lucie, FL",msa,FL,2020-09-30,55.0,255459.42070568865,0.972452816018785,2020
394761,116,"Lafayette, LA",msa,LA,2020-09-30,45.0,196885.7637119709,0.9684547022169916,2020
394898,117,"Myrtle Beach, SC",msa,SC,2020-09-30,53.0,231557.87023179003,0.971122375126358,2020
395116,118,"Springfield, MO",msa,MO,2020-09-30,69.0,178662.98724417048,0.987833256509243,2020
395195,119,"Visalia, CA",msa,CA,2020-09-30,74.0,252733.24931253635,0.998091573389627,2020
394746,120,"Killeen, TX",msa,TX,2020-09-30,76.0,182285.8878234872,0.995716883270966,2020
394338,121,"Asheville, NC",msa,NC,2020-09-30,70.0,301785.1593845425,0.9759709212815348,2020
395244,122,"York, PA",msa,PA,2020-09-30,79.0,207482.1953092358,0.9959528499699316,2020
395183,123,"Vallejo, CA",msa,CA,2020-09-30,114.0,477818.9655394089,1.0059133206384214,2020
753917,124,"Santa Maria, CA",msa,CA,2020-09-30,82.0,643833.6721099465,0.9901110773898422,2020
395050,125,"Salinas, CA",msa,CA,2020-09-30,70.0,631793.9753315024,0.9846918968888756,2020
395048,126,"Salem, OR",msa,OR,2020-09-30,80.0,338963.97980810166,1.0059161454722023,2020
394870,127,"Mobile, AL",msa,AL,2020-09-30,68.0,147691.9308113554,0.9981196047880344,2020
395015,128,"Reading, PA",msa,PA,2020-09-30,84.0,204435.61302819088,0.9897106952277696,2020
394502,129,"Corpus Christi, TX",msa,TX,2020-09-30,59.0,196517.5813533576,0.972107136343077,2020
394421,130,"Brownsville, TX",msa,TX,2020-09-30,68.0,138057.4552334465,0.963574097548896,2020
394820,131,"Manchester, NH",msa,NH,2020-09-30,85.0,332696.96996345074,1.0212464096361973,2020
394612,132,"Fort Wayne, IN",msa,IN,2020-09-30,65.0,168458.55675847558,0.99374816307479,2020
395051,134,"Salisbury, MD",msa,DE,2020-09-30,66.0,303142.1059244962,0.9758433219651906,2020
394596,135,"Flint, MI",msa,MI,2020-09-30,76.0,131203.87709724487,0.987085943047617,2020
394972,136,"Peoria, IL",msa,IL,2020-09-30,43.0,116373.49477516949,0.9644058323259358,2020
394439,137,"Canton, OH",msa,OH,2020-09-30,65.0,146971.38685066227,1.012000618924433,2020
395070,138,"Savannah, GA",msa,GA,2020-09-30,59.0,225898.77884655425,0.983307111859677,2020
394327,139,"Anchorage, AK",msa,AK,2020-09-30,65.0,331810.48525373527,0.9922299393286133,2020
394372,140,"Beaumont, TX",msa,TX,2020-09-30,44.0,174014.20183444256,0.9679073857277984,2020
395096,141,"Shreveport, LA",msa,LA,2020-09-30,56.0,177459.2797744622,0.9731824664020632,2020
395164,142,"Trenton, NJ",msa,NJ,2020-09-30,82.0,291220.85482972045,0.9934230693450612,2020
394875,143,"Montgomery, AL",msa,AL,2020-09-30,48.0,155699.5254290055,0.9694667102627548,2020
394520,144,"Davenport, IA",msa,IL,2020-09-30,57.0,153612.59200594906,0.9790737367404532,2020
395146,145,"Tallahassee, FL",msa,FL,2020-09-30,57.0,210374.81563142795,0.980198419028018,2020
394576,146,"Eugene, OR",msa,OR,2020-09-30,80.0,341640.87099012546,1.0052854910871538,2020
394901,147,"Naples, FL",msa,FL,2020-09-30,44.0,366489.54528924666,0.9571180319803462,2020
394332,148,"Ann Arbor, MI",msa,MI,2020-09-30,54.0,321710.3009911249,0.9874675448257444,2020
394927,149,"Ocala, FL",msa,FL,2020-09-30,56.0,182558.85442310505,0.9732519695727294,2020
394679,150,"Hickory, NC",msa,NC,2020-09-30,77.0,176458.0449271456,0.9855237409025648,2020
394697,151,"Huntington, WV",msa,OH,2020-09-30,46.0,127346.06715733543,0.9590245280768438,2020
394602,152,"Fort Collins, CO",msa,CO,2020-09-30,73.0,437338.885550136,0.9927177388499924,2020
395033,153,"Rockford, IL",msa,IL,2020-09-30,62.0,126742.29655932589,0.9840941012913552,2020
394796,154,"Lincoln, NE",msa,NE,2020-09-30,83.0,214734.1945950796,1.0026342049672257,2020
394622,155,"Gainesville, FL",msa,FL,2020-09-30,56.0,220591.15310902413,0.9781591318923476,2020
394405,156,"Boulder, CO",msa,CO,2020-09-30,78.0,585194.242422599,0.994262122832338,2020
394646,157,"Green Bay, WI",msa,WI,2020-09-30,59.0,214503.69377897168,1.0062792131875895,2020
394488,158,"Columbus, GA",msa,GA,2020-09-30,68.0,144195.06267327795,0.9769649883518616,2020
395107,159,"South Bend, IN",msa,IN,2020-09-30,60.0,152767.9702753018,0.9867188909940192,2020
395109,160,"Spartanburg, SC",msa,SC,2020-09-30,61.0,184602.2496024999,0.9862665146425682,2020
394645,161,"Greeley, CO",msa,CO,2020-09-30,76.0,401117.8287011264,0.9990031860030144,2020
394808,162,"Lubbock, TX",msa,TX,2020-09-30,60.0,166791.69092374403,0.9774582011697714,2020
394471,163,"Clarksville, TN",msa,TN,2020-09-30,73.0,199399.58227188184,0.9828230418262708,2020
395028,164,"Roanoke, VA",msa,VA,2020-09-30,67.0,200179.5252782116,0.992500100539722,2020
394579,165,"Evansville, IN",msa,IN,2020-09-30,71.0,154201.93193430937,0.9865700689922188,2020
394747,167,"Kingsport, TN",msa,TN,2020-09-30,60.0,158630.45565898964,0.978039449559891,2020
394741,168,"Kennewick, WA",msa,WA,2020-09-30,93.0,329844.2556292321,1.000447818713189,2020
395179,169,"Utica, NY",msa,NY,2020-09-30,76.0,143668.13821450833,0.9751878334289024,2020
394660,170,"Hagerstown, MD",msa,MD,2020-09-30,71.0,219186.02893771848,0.9899548140379693,2020
394543,171,"Duluth, MN",msa,MN,2020-09-30,80.0,178149.34260862716,0.9920230891870068,2020
394937,172,"Olympia, WA",msa,WA,2020-09-30,92.0,387098.54379719374,1.0191900142610766,2020
395229,174,"Wilmington, NC",msa,NC,2020-09-30,63.0,292131.4664749983,0.9822435054896448,2020
395061,175,"San Luis Obispo, CA",msa,CA,2020-09-30,73.0,638859.9213756622,0.9897211423705152,2020
753875,176,"Crestview, FL",msa,FL,2020-09-30,60.0,322045.93895270023,0.9742259152390635,2020
394851,177,"Merced, CA",msa,CA,2020-09-30,83.0,308265.9353261053,0.992950248628196,2020
395197,178,"Waco, TX",msa,TX,2020-09-30,66.0,181814.95387689135,0.9790003440083728,2020
394447,179,"Cedar Rapids, IA",msa,IA,2020-09-30,67.0,179718.85439229512,0.9900878098724216,2020
394348,180,"Atlantic City, NJ",msa,NJ,2020-09-30,63.0,220305.2029061783,0.9701991747884874,2020
394412,181,"Bremerton, WA",msa,WA,2020-09-30,96.0,444895.4947788924,1.0177504115755245,2020
395065,183,"Santa Cruz, CA",msa,CA,2020-09-30,92.0,851773.2076471718,0.9984755350941452,2020
394572,184,"Erie, PA",msa,PA,2020-09-30,55.0,143590.52317103508,0.978507228662648,2020
394924,185,"Norwich, CT",msa,CT,2020-09-30,65.0,255028.46158927947,0.9881083416756792,2020
394323,186,"Amarillo, TX",msa,TX,2020-09-30,58.0,156670.85806532775,0.9785493293091396,2020
395171,188,"Tuscaloosa, AL",msa,AL,2020-09-30,57.0,175180.4903599742,0.984833661835658,2020
394483,189,"College Station, TX",msa,TX,2020-09-30,52.0,238674.829497622,0.976151126564436,2020
394732,190,"Kalamazoo, MI",msa,MI,2020-09-30,84.0,196490.33554648675,0.991616191512709,2020
394811,191,"Lynchburg, VA",msa,VA,2020-09-30,65.0,197791.37194949016,0.989708599074738,2020
394455,192,"Charleston, WV",msa,WV,2020-09-30,27.0,108177.53290421543,0.96605986156863,2020
395240,193,"Yakima, WA",msa,WA,2020-09-30,81.0,265041.5282362278,0.9983476356630948,2020
394387,195,"Binghamton, NY",msa,NY,2020-09-30,67.0,126852.10499960104,0.9756264920739466,2020
394609,196,"Fort Smith, AR",msa,AR,2020-09-30,52.0,145779.939636599,0.9702345531302108,2020
845160,198,"Prescott Valley, AZ",msa,AZ,2020-09-30,71.0,256118.84947418442,0.9824705474832864,2020
395161,199,"Topeka, KS",msa,KS,2020-09-30,65.0,146059.99400544117,0.9826633390362206,2020
394813,200,"Macon, GA",msa,GA,2020-09-30,80.0,134426.11434958738,0.9620456920385668,2020
395174,201,"Tyler, TX",msa,TX,2020-09-30,62.0,192831.58674431776,0.9807535136831704,2020
394361,202,"Barnstable Town, MA",msa,MA,2020-09-30,82.0,468406.074639918,0.9806028684629018,2020
394519,203,"Daphne, AL",msa,AL,2020-09-30,57.0,265076.0350369804,0.9731795112157516,2020
394378,205,"Bellingham, WA",msa,WA,2020-09-30,92.0,447404.069227851,1.0027893732041149,2020
394429,206,"Burlington, VT",msa,VT,2020-09-30,78.0,339409.26137818425,1.0040349395461616,2020
395030,207,"Rochester, MN",msa,MN,2020-09-30,75.0,251146.28972963383,0.9995590628629042,2020
753895,208,"Lafayette, IN",msa,IN,2020-09-30,66.0,189325.24570794957,0.9908599153498746,2020
394454,209,"Champaign, IL",msa,IL,2020-09-30,54.0,166903.16808062192,0.973677072472004,2020
394848,210,"Medford, OR",msa,OR,2020-09-30,78.0,345387.9119375327,0.9912353014180788,2020
845164,211,"Lebanon, NH",msa,NH,2020-09-30,60.0,256118.84947418442,0.9889161340649756,2020
394459,212,"Charlottesville, VA",msa,VA,2020-09-30,58.0,339727.4516322959,0.9888445872366588,2020
394773,214,"Las Cruces, NM",msa,NM,2020-09-30,65.0,193679.3665614239,0.9850020291602876,2020
394464,215,"Chico, CA",msa,CA,2020-09-30,72.0,350131.70587852533,0.997547803637646,2020
394681,216,"Hilton Head Island, SC",msa,SC,2020-09-30,57.0,328967.0165111835,0.9687292434014252,2020
394346,217,"Athens, GA",msa,GA,2020-09-30,59.0,239775.4908946753,0.9853768980963086,2020
394765,218,"Lake Havasu City, AZ",msa,AZ,2020-09-30,70.0,254064.16009567227,0.9811624021590742,2020
395114,220,"Springfield, IL",msa,IL,2020-09-30,52.0,149924.9121534373,0.9733536797975068,2020
394565,223,"Elkhart, IN",msa,IN,2020-09-30,64.0,176168.3190980484,0.992720554344278,2020
394726,224,"Johnson City, TN",msa,TN,2020-09-30,64.0,181384.61906698765,0.9812665564904836,2020
395247,225,"Yuma, AZ",msa,AZ,2020-09-30,80.0,178613.22357028225,1.0078957701974622,2020
394623,226,"Gainesville, GA",msa,GA,2020-09-30,69.0,257830.62900081844,0.9842049285562764,2020
394716,227,"Jacksonville, NC",msa,NC,2020-09-30,71.0,185173.24568056097,0.9890383432812668,2020
394680,229,"Hilo, HI",msa,HI,2020-09-30,53.0,403224.30670849775,0.9680066706917948,2020
395118,230,"St. Cloud, MN",msa,MN,2020-09-30,68.0,222443.4285624292,0.997433102043518,2020
